"","SPECIES_NAME","REL_CU_NAME","REL_CU_INDEX","STOCK_NAME","RELEASE_SITE_NAME","FACILITY_NAME","RELEASE_STAGE_NAME","RELEASE_YEAR","releases","n","site-stock","grp"
"170","Chum","BELLA COOLA RIVER-LATE","CM-17","Snootli Cr","Snootli Cr","Snootli Creek H","Fed Fry",2001,1559547,1,"Snootli Cr:Snootli Cr",29
"171","Chum","BELLA COOLA RIVER-LATE","CM-17","Snootli Cr","Snootli Cr","Snootli Creek H","Fed Fry",2002,1759263,1,"Snootli Cr:Snootli Cr",29
"172","Chum","BELLA COOLA RIVER-LATE","CM-17","Snootli Cr","Snootli Cr","Snootli Creek H","Fed Fry",2003,1849817,1,"Snootli Cr:Snootli Cr",29
"173","Chum","BELLA COOLA RIVER-LATE","CM-17","Snootli Cr","Snootli Cr","Snootli Creek H","Fed Fry",2004,1690153,1,"Snootli Cr:Snootli Cr",29
"174","Chum","BELLA COOLA RIVER-LATE","CM-17","Snootli Cr","Snootli Cr","Snootli Creek H","Fed Fry",2005,1693393,1,"Snootli Cr:Snootli Cr",29
"175","Chum","BELLA COOLA RIVER-LATE","CM-17","Snootli Cr","Snootli Cr","Snootli Creek H","Fed Fry",2006,1840122,1,"Snootli Cr:Snootli Cr",29
"176","Chum","BELLA COOLA RIVER-LATE","CM-17","Snootli Cr","Snootli Cr","Snootli Creek H","Fed Fry",2007,1686614,1,"Snootli Cr:Snootli Cr",29
"177","Chum","BELLA COOLA RIVER-LATE","CM-17","Snootli Cr","Snootli Cr","Snootli Creek H","Fed Fry",2008,1805958,1,"Snootli Cr:Snootli Cr",29
"178","Chum","BELLA COOLA RIVER-LATE","CM-17","Snootli Cr","Snootli Cr","Snootli Creek H","Fed Fry",2009,1841010,1,"Snootli Cr:Snootli Cr",29
"179","Chum","BELLA COOLA RIVER-LATE","CM-17","Snootli Cr","Snootli Cr","Snootli Creek H","Fed Fry",2010,1719224,1,"Snootli Cr:Snootli Cr",29
"180","Chum","BELLA COOLA RIVER-LATE","CM-17","Snootli Cr","Snootli Cr","Snootli Creek H","Fed Fry",2011,1715750,1,"Snootli Cr:Snootli Cr",29
"181","Chum","BELLA COOLA RIVER-LATE","CM-17","Snootli Cr","Snootli Cr","Snootli Creek H","Fed Fry",2012,1726530,1,"Snootli Cr:Snootli Cr",29
"182","Chum","BELLA COOLA RIVER-LATE","CM-17","Snootli Cr","Snootli Cr","Snootli Creek H","Fed Fry",2013,1588720,1,"Snootli Cr:Snootli Cr",29
"183","Chum","BELLA COOLA RIVER-LATE","CM-17","Snootli Cr","Snootli Cr","Snootli Creek H","Fed Fry",2014,1685001,1,"Snootli Cr:Snootli Cr",29
"184","Chum","BELLA COOLA RIVER-LATE","CM-17","Snootli Cr","Snootli Cr","Snootli Creek H","Fed Fry",2015,1708682,1,"Snootli Cr:Snootli Cr",29
"185","Chum","BELLA COOLA RIVER-LATE","CM-17","Snootli Cr","Snootli Cr","Snootli Creek H","Fed Fry",2016,1655102,1,"Snootli Cr:Snootli Cr",29
"186","Chum","BELLA COOLA RIVER-LATE","CM-17","Snootli Cr","Snootli Cr","Snootli Creek H","Fed Fry",2017,1830852,2,"Snootli Cr:Snootli Cr",29
"187","Chum","BELLA COOLA RIVER-LATE","CM-17","Snootli Cr","Snootli Cr","Snootli Creek H","Fed Fry",2018,1746715,2,"Snootli Cr:Snootli Cr",29
"188","Chum","BELLA COOLA RIVER-LATE","CM-17","Snootli Cr","Snootli Cr","Snootli Creek H","Fed Fry",2019,1617687,1,"Snootli Cr:Snootli Cr",29
"189","Chum","BELLA COOLA RIVER-LATE","CM-17","Snootli Cr","Snootli Cr","Snootli Creek H","Fed Fry",2020,1751861,1,"Snootli Cr:Snootli Cr",29
"190","Chum","BELLA COOLA RIVER-LATE","CM-17","Snootli Cr","Snootli Cr","Snootli Creek H","Unfed",1979,5316,1,"Snootli Cr:Snootli Cr",30
"191","Chum","BELLA COOLA RIVER-LATE","CM-17","Snootli Cr","Snootli Cr","Snootli Creek H","Unfed",1984,445411,1,"Snootli Cr:Snootli Cr",31
"192","Chum","BELLA COOLA RIVER-LATE","CM-17","Snootli Cr","Snootli Cr","Snootli Creek H","Unfed",1985,899668,1,"Snootli Cr:Snootli Cr",31
"193","Chum","BELLA COOLA RIVER-LATE","CM-17","Snootli Cr","Snootli Cr","Snootli Creek H","Unfed",1986,1120059,2,"Snootli Cr:Snootli Cr",31
"194","Chum","BELLA COOLA RIVER-LATE","CM-17","Snootli Cr","Snootli Cr","Snootli Creek H","Unfed",1987,924230,1,"Snootli Cr:Snootli Cr",31
"195","Chum","BELLA COOLA RIVER-LATE","CM-17","Thorsen Cr/CCST","Snootli Cr","Snootli Creek H","Fed Fry",2017,1711144,1,"Snootli Cr:Thorsen Cr/CCST",32
"196","Chum","BELLA COOLA-DEAN RIVERS","CM-16","Necleetsconnay R","Thorsen Cr/CCST","Snootli Creek H","Fed Fry",1982,441645,1,"Thorsen Cr/CCST:Necleetsconnay R",33
"197","Chum","BELLA COOLA-DEAN RIVERS","CM-16","Thorsen Cr/CCST","Thorsen Cr/CCST","Snootli Creek H","Fed Fry",1985,948240,1,"Thorsen Cr/CCST:Thorsen Cr/CCST",34
"198","Chum","BELLA COOLA-DEAN RIVERS","CM-16","Thorsen Cr/CCST","Thorsen Cr/CCST","Snootli Creek H","Fed Fry",1986,986147,1,"Thorsen Cr/CCST:Thorsen Cr/CCST",34
"199","Chum","BELLA COOLA-DEAN RIVERS","CM-16","Thorsen Cr/CCST","Thorsen Cr/CCST","Snootli Creek H","Fed Fry",1987,1098599,2,"Thorsen Cr/CCST:Thorsen Cr/CCST",34
"200","Chum","BELLA COOLA-DEAN RIVERS","CM-16","Thorsen Cr/CCST","Thorsen Cr/CCST","Snootli Creek H","Fed Fry",1988,941966,3,"Thorsen Cr/CCST:Thorsen Cr/CCST",34
"201","Chum","BELLA COOLA-DEAN RIVERS","CM-16","Thorsen Cr/CCST","Thorsen Cr/CCST","Snootli Creek H","Fed Fry",1989,1022713,3,"Thorsen Cr/CCST:Thorsen Cr/CCST",34
"202","Chum","BELLA COOLA-DEAN RIVERS","CM-16","Thorsen Cr/CCST","Thorsen Cr/CCST","Snootli Creek H","Fed Fry",1990,1817076,3,"Thorsen Cr/CCST:Thorsen Cr/CCST",34
"203","Chum","BELLA COOLA-DEAN RIVERS","CM-16","Thorsen Cr/CCST","Thorsen Cr/CCST","Snootli Creek H","Fed Fry",1991,964621,3,"Thorsen Cr/CCST:Thorsen Cr/CCST",34
"204","Chum","BELLA COOLA-DEAN RIVERS","CM-16","Thorsen Cr/CCST","Thorsen Cr/CCST","Snootli Creek H","Fed Fry",1992,928191,3,"Thorsen Cr/CCST:Thorsen Cr/CCST",34
"205","Chum","BELLA COOLA-DEAN RIVERS","CM-16","Thorsen Cr/CCST","Thorsen Cr/CCST","Snootli Creek H","Fed Fry",1993,1811582,3,"Thorsen Cr/CCST:Thorsen Cr/CCST",34
"206","Chum","BELLA COOLA-DEAN RIVERS","CM-16","Thorsen Cr/CCST","Thorsen Cr/CCST","Snootli Creek H","Fed Fry",1994,1911454,2,"Thorsen Cr/CCST:Thorsen Cr/CCST",34
"207","Chum","BELLA COOLA-DEAN RIVERS","CM-16","Thorsen Cr/CCST","Thorsen Cr/CCST","Snootli Creek H","Fed Fry",1995,1664472,2,"Thorsen Cr/CCST:Thorsen Cr/CCST",34
"208","Chum","BELLA COOLA-DEAN RIVERS","CM-16","Thorsen Cr/CCST","Thorsen Cr/CCST","Snootli Creek H","Fed Fry",1996,1665292,2,"Thorsen Cr/CCST:Thorsen Cr/CCST",34
"209","Chum","BELLA COOLA-DEAN RIVERS","CM-16","Thorsen Cr/CCST","Thorsen Cr/CCST","Snootli Creek H","Fed Fry",1997,1635440,2,"Thorsen Cr/CCST:Thorsen Cr/CCST",34
"210","Chum","BELLA COOLA-DEAN RIVERS","CM-16","Thorsen Cr/CCST","Thorsen Cr/CCST","Snootli Creek H","Fed Fry",1998,1643983,2,"Thorsen Cr/CCST:Thorsen Cr/CCST",34
"211","Chum","BELLA COOLA-DEAN RIVERS","CM-16","Thorsen Cr/CCST","Thorsen Cr/CCST","Snootli Creek H","Fed Fry",1999,1658853,1,"Thorsen Cr/CCST:Thorsen Cr/CCST",34
"212","Chum","BELLA COOLA-DEAN RIVERS","CM-16","Thorsen Cr/CCST","Thorsen Cr/CCST","Snootli Creek H","Fed Fry",2000,1613964,1,"Thorsen Cr/CCST:Thorsen Cr/CCST",34
"213","Chum","BELLA COOLA-DEAN RIVERS","CM-16","Thorsen Cr/CCST","Thorsen Cr/CCST","Snootli Creek H","Fed Fry",2001,1545168,1,"Thorsen Cr/CCST:Thorsen Cr/CCST",34
"214","Chum","BELLA COOLA-DEAN RIVERS","CM-16","Thorsen Cr/CCST","Thorsen Cr/CCST","Snootli Creek H","Fed Fry",2002,1726712,1,"Thorsen Cr/CCST:Thorsen Cr/CCST",34
"215","Chum","BELLA COOLA-DEAN RIVERS","CM-16","Thorsen Cr/CCST","Thorsen Cr/CCST","Snootli Creek H","Fed Fry",2003,1730244,1,"Thorsen Cr/CCST:Thorsen Cr/CCST",34
"216","Chum","BELLA COOLA-DEAN RIVERS","CM-16","Thorsen Cr/CCST","Thorsen Cr/CCST","Snootli Creek H","Fed Fry",2004,1735191,1,"Thorsen Cr/CCST:Thorsen Cr/CCST",34
"217","Chum","BELLA COOLA-DEAN RIVERS","CM-16","Thorsen Cr/CCST","Thorsen Cr/CCST","Snootli Creek H","Fed Fry",2005,1613377,1,"Thorsen Cr/CCST:Thorsen Cr/CCST",34
"218","Chum","BELLA COOLA-DEAN RIVERS","CM-16","Thorsen Cr/CCST","Thorsen Cr/CCST","Snootli Creek H","Fed Fry",2006,1831050,1,"Thorsen Cr/CCST:Thorsen Cr/CCST",34
"219","Chum","BELLA COOLA-DEAN RIVERS","CM-16","Thorsen Cr/CCST","Thorsen Cr/CCST","Snootli Creek H","Fed Fry",2007,1685563,1,"Thorsen Cr/CCST:Thorsen Cr/CCST",34
"220","Chum","BELLA COOLA-DEAN RIVERS","CM-16","Thorsen Cr/CCST","Thorsen Cr/CCST","Snootli Creek H","Fed Fry",2008,1794578,1,"Thorsen Cr/CCST:Thorsen Cr/CCST",34
"221","Chum","BELLA COOLA-DEAN RIVERS","CM-16","Thorsen Cr/CCST","Thorsen Cr/CCST","Snootli Creek H","Fed Fry",2009,1910149,1,"Thorsen Cr/CCST:Thorsen Cr/CCST",34
"222","Chum","BELLA COOLA-DEAN RIVERS","CM-16","Thorsen Cr/CCST","Thorsen Cr/CCST","Snootli Creek H","Fed Fry",2010,1765990,1,"Thorsen Cr/CCST:Thorsen Cr/CCST",34
"223","Chum","BELLA COOLA-DEAN RIVERS","CM-16","Thorsen Cr/CCST","Thorsen Cr/CCST","Snootli Creek H","Fed Fry",2011,834246,1,"Thorsen Cr/CCST:Thorsen Cr/CCST",34
"224","Chum","BELLA COOLA-DEAN RIVERS","CM-16","Thorsen Cr/CCST","Thorsen Cr/CCST","Snootli Creek H","Fed Fry",2012,1735658,1,"Thorsen Cr/CCST:Thorsen Cr/CCST",34
"225","Chum","BELLA COOLA-DEAN RIVERS","CM-16","Thorsen Cr/CCST","Thorsen Cr/CCST","Snootli Creek H","Fed Fry",2013,1464188,1,"Thorsen Cr/CCST:Thorsen Cr/CCST",34
"226","Chum","BELLA COOLA-DEAN RIVERS","CM-16","Thorsen Cr/CCST","Thorsen Cr/CCST","Snootli Creek H","Fed Fry",2014,1692466,1,"Thorsen Cr/CCST:Thorsen Cr/CCST",34
"227","Chum","BELLA COOLA-DEAN RIVERS","CM-16","Thorsen Cr/CCST","Thorsen Cr/CCST","Snootli Creek H","Fed Fry",2015,1649169,1,"Thorsen Cr/CCST:Thorsen Cr/CCST",34
"228","Chum","BELLA COOLA-DEAN RIVERS","CM-16","Thorsen Cr/CCST","Thorsen Cr/CCST","Snootli Creek H","Fed Fry",2016,1703784,1,"Thorsen Cr/CCST:Thorsen Cr/CCST",34
"229","Chum","BELLA COOLA-DEAN RIVERS","CM-16","Thorsen Cr/CCST","Thorsen Cr/CCST","Snootli Creek H","Fed Fry",2018,1663973,1,"Thorsen Cr/CCST:Thorsen Cr/CCST",35
"230","Chum","BELLA COOLA-DEAN RIVERS","CM-16","Thorsen Cr/CCST","Thorsen Cr/CCST","Snootli Creek H","Fed Fry",2019,1640393,1,"Thorsen Cr/CCST:Thorsen Cr/CCST",35
"231","Chum","BELLA COOLA-DEAN RIVERS","CM-16","Thorsen Cr/CCST","Thorsen Cr/CCST","Snootli Creek H","Fed Fry",2020,1721801,1,"Thorsen Cr/CCST:Thorsen Cr/CCST",35
"232","Chum","BELLA COOLA-DEAN RIVERS","CM-16","Thorsen+Noohalk Cr","Thorsen+Noohalk Cr","Snootli Creek H","Fed Fry",1983,739067,1,"Thorsen+Noohalk Cr:Thorsen+Noohalk Cr",36
"233","Chum","BELLA COOLA-DEAN RIVERS","CM-16","Thorsen+Noohalk Cr","Thorsen+Noohalk Cr","Snootli Creek H","Fed Fry",1984,935827,1,"Thorsen+Noohalk Cr:Thorsen+Noohalk Cr",36
"234","Chum","","","Necleetsconnay R","Bella Coola Est","Bella Coola Est Seapen","Seapen",1989,662633,2,"Bella Coola Est:Necleetsconnay R",37
"235","Cutthroat","","","Bella Coola R Low","Bella Coola R Low","Snootli Creek H","Fed Fry",1986,13095,1,"Bella Coola R Low:Bella Coola R Low",38
"236","Chum","","","Necleetsconnay R","Bella Coola R Low","Snootli Creek H","Fed Fry",1983,676726,1,"Bella Coola R Low:Necleetsconnay R",39
"237","Chum","","","Necleetsconnay R","Bella Coola R Low","Snootli Creek H","Fed Fry",1984,1038983,1,"Bella Coola R Low:Necleetsconnay R",39
"238","Chum","","","Necleetsconnay R","Bentinck Arm N","Bentinck Arm N Seapen","Seapen",1986,450000,1,"Bentinck Arm N:Necleetsconnay R",40
"239","Chum","","","Bella Coola R Low","Hagensborg Sl","Bella Coola River H","Fed Fry",1996,6419,1,"Hagensborg Sl:Bella Coola R Low",41
"240","Chum","","","Bella Coola R Low","Hagensborg Sl","Bella Coola River H","Fed Fry",1999,17236,1,"Hagensborg Sl:Bella Coola R Low",42
"241","Chum","","","Bella Coola R Low","Hagensborg Sl","Bella Coola River H","Unfed",1992,9725,1,"Hagensborg Sl:Bella Coola R Low",43
"242","Chum","","","Bella Coola R Low","Hagensborg Sl","Bella Coola River H","Unfed",1993,985,1,"Hagensborg Sl:Bella Coola R Low",43
"243","Chum","","","Bella Coola R Low","Hagensborg Sl","Bella Coola River H","Unfed",1994,16347,1,"Hagensborg Sl:Bella Coola R Low",43
"244","Chum","","","Bella Coola R Low","Hagensborg Sl","Bella Coola River H","Unfed",1995,19376,1,"Hagensborg Sl:Bella Coola R Low",43
"245","Chum","","","Bella Coola R Low","Hagensborg Sl","Bella Coola River H","Unfed",1997,36000,1,"Hagensborg Sl:Bella Coola R Low",44
"246","Chum","","","Bella Coola R Low","Hagensborg Sl","Bella Coola River H","Unfed",1998,1506,1,"Hagensborg Sl:Bella Coola R Low",44
"247","Coho","","","Thorsen Cr/CCST","Hagensborg Sl","Snootli Creek H","Fed Fry",1986,21130,1,"Hagensborg Sl:Thorsen Cr/CCST",45
"248","Coho","","","Thorsen Cr/CCST","Hagensborg Sl","Bella Coola River H","Fed Fry",1987,38455,1,"Hagensborg Sl:Thorsen Cr/CCST",45
