"","SPECIES","SYS_NM","SPP","Area","CU_name","Year","escapement","Enhancement_Rank","esc.log","z","m.ave","esc.stand","prepost"
"108","Chum","ELCHO CREEK","CM","8","Spiller-Fitz Hugh-Burke",1988,20000,"NONE",9.90348755253613,1.12736340220493,9.19725375188313,1.10450706393335,"Post"
"109","Chum","ELCHO CREEK","CM","8","Spiller-Fitz Hugh-Burke",1989,5000,"NONE",8.51719319141624,-0.540475424715869,8.95837589062627,0.949897699663912,"Post"
"110","Chum","ELCHO CREEK","CM","8","Spiller-Fitz Hugh-Burke",1990,20000,"NONE",9.90348755253613,1.12736340220493,9.21034037197618,1.10450706393335,"Post"
"111","Chum","ELCHO CREEK","CM","8","Spiller-Fitz Hugh-Burke",1991,15000,"NONE",9.61580548008435,0.781255574242247,9.48499344414321,1.07242272197761,"Post"
"112","Chum","ELCHO CREEK","CM","8","Spiller-Fitz Hugh-Burke",1992,8000,"NONE",8.98719682066197,0.0249819006796376,9.25592076117467,1.00231583275313,"Post"
"113","Chum","ELCHO CREEK","CM","8","Spiller-Fitz Hugh-Burke",1993,4200,"NONE",8.34283980427146,-0.750238485751696,9.21233241438848,0.93045257523673,"Post"
"114","Chum","ELCHO CREEK","CM","8","Spiller-Fitz Hugh-Burke",1994,9000,"NONE",9.10497985631836,0.166685658214669,9.01270549033404,1.01545183097637,"Post"
"115","Chum","ELCHO CREEK","CM","8","Spiller-Fitz Hugh-Burke",1995,23000,"NONE",10.0432494949113,1.29550979344528,9.11956649404077,1.12009430547866,"Post"
"116","Chum","ELCHO CREEK","CM","8","Spiller-Fitz Hugh-Burke",1996,28000,"NONE",10.2399597891573,1.53217025719668,9.43275723616461,1.14203283050741,"Post"
"117","Chum","ELCHO CREEK","CM","8","Spiller-Fitz Hugh-Burke",1997,6000,"NONE",8.69951474821019,-0.321125927283048,9.52192597214929,0.970231490797388,"Post"
"118","Chum","ELCHO CREEK","CM","8","Spiller-Fitz Hugh-Burke",1998,15000,"NONE",9.61580548008435,0.781255574242247,9.64963237809079,1.07242272197761,"Post"
"119","Chum","ELCHO CREEK","CM","8","Spiller-Fitz Hugh-Burke",1999,3500,"NONE",8.1605182474775,-0.969587983184519,9.17894956623235,0.910118784103254,"Post"
"120","Chum","ELCHO CREEK","CM","8","Spiller-Fitz Hugh-Burke",2000,11000,"NONE",9.30565055178051,0.408110846618815,8.94537225688814,1.03783204799452,"Post"
"121","Chum","ELCHO CREEK","CM","8","Spiller-Fitz Hugh-Burke",2001,17500,"NONE",9.76995615991161,0.966712931801176,9.21298260981349,1.08961469741819,"Post"
"122","Chum","ELCHO CREEK","CM","8","Spiller-Fitz Hugh-Burke",2002,8800,"NONE",9.0825070004663,0.139648758553922,9.07965798990898,1.01294549894902,"Post"
"123","Chum","ELCHO CREEK","CM","8","Spiller-Fitz Hugh-Burke",2003,15000,"NONE",9.61580548008435,0.781255574242247,9.44347979806069,1.07242272197761,"Post"
"124","Chum","ELCHO CREEK","CM","8","Spiller-Fitz Hugh-Burke",2004,29000,"NONE",10.2750511089686,1.57438832235699,9.68582993735772,1.14594646299381,"Post"
