SpeciesId	StatArea.CU	CU_Name	Year	T_Idx_E	ExpFactor1	AdjSum	ExpFactor2	ObsE	ExpFactor3	TE	CDN.Harvest	CDN.ER	TRTC	Total.Harvest	Total.ER	Total.Run	Q1	Q2	Q3
CM	CM-010	Southwest & West  Vancouver Island	1976	NA	NA	NA	NA	NA	NA	305247.977	91885.19224	0.231371236	397133.1692	91885.19224	0.231371236	397133.1692	NA	NA	NA
CM	CM-010	Southwest & West  Vancouver Island	1977	NA	NA	NA	NA	NA	NA	278863.8531	3728.253033	0.013193054	282592.1061	3728.253033	0.013193054	282592.1061	NA	NA	NA
CM	CM-010	Southwest & West  Vancouver Island	1978	NA	NA	NA	NA	NA	NA	475061.8938	200659.2449	0.296955702	675721.1387	200659.2449	0.296955702	675721.1387	NA	NA	NA
CM	CM-010	Southwest & West  Vancouver Island	1979	NA	NA	NA	NA	NA	NA	131336.9096	3282	0.024379933	134618.9096	3282	0.024379933	134618.9096	NA	NA	NA
CM	CM-010	Southwest & West  Vancouver Island	1980	NA	NA	NA	NA	NA	NA	437207.7673	400859.5795	0.47831428	838067.3468	400859.5795	0.47831428	838067.3468	NA	NA	NA
CM	CM-010	Southwest & West  Vancouver Island	1981	NA	NA	NA	NA	NA	NA	276367.7001	110442.2274	0.285520664	386809.9276	110442.2274	0.285520664	386809.9276	NA	NA	NA
CM	CM-010	Southwest & West  Vancouver Island	1982	NA	NA	NA	NA	NA	NA	459407.1747	396067.5899	0.462979864	855474.7645	396067.5899	0.462979864	855474.7645	NA	NA	NA
CM	CM-010	Southwest & West  Vancouver Island	1983	NA	NA	NA	NA	NA	NA	296538.3255	54378.34978	0.15496086	350916.6753	54378.34978	0.15496086	350916.6753	NA	NA	NA
CM	CM-010	Southwest & West  Vancouver Island	1984	NA	NA	NA	NA	NA	NA	269728.9265	92642.73625	0.25565668	362371.6627	92642.73625	0.25565668	362371.6627	NA	NA	NA
CM	CM-010	Southwest & West  Vancouver Island	1985	NA	NA	NA	NA	NA	NA	469613.223	153270.4678	0.246065951	622883.6909	153270.4678	0.246065951	622883.6909	NA	NA	NA
CM	CM-010	Southwest & West  Vancouver Island	1986	NA	NA	NA	NA	NA	NA	322295.5253	67716.36606	0.173626414	390011.8913	67716.36606	0.173626414	390011.8913	NA	NA	NA
CM	CM-010	Southwest & West  Vancouver Island	1987	NA	NA	NA	NA	NA	NA	167645.2602	8488.160153	0.04819165	176133.4203	8488.160153	0.04819165	176133.4203	NA	NA	NA
CM	CM-010	Southwest & West  Vancouver Island	1988	NA	NA	NA	NA	NA	NA	217818.0582	393	0.001801009	218211.0582	393	0.001801009	218211.0582	NA	NA	NA
CM	CM-010	Southwest & West  Vancouver Island	1989	NA	NA	NA	NA	NA	NA	113395.2012	9	7.94E-05	113404.2012	9	7.94E-05	113404.2012	NA	NA	NA
CM	CM-010	Southwest & West  Vancouver Island	1990	NA	NA	NA	NA	NA	NA	102606.1994	3	2.92E-05	102609.1994	3	2.92E-05	102609.1994	NA	NA	NA
CM	CM-010	Southwest & West  Vancouver Island	1991	NA	NA	NA	NA	NA	NA	314704.9648	230	0.00073031	314934.9648	230	0.00073031	314934.9648	NA	NA	NA
CM	CM-010	Southwest & West  Vancouver Island	1992	NA	NA	NA	NA	NA	NA	584416.8568	73772.31501	0.112083757	658189.1718	73772.31501	0.112083757	658189.1718	NA	NA	NA
CM	CM-010	Southwest & West  Vancouver Island	1993	NA	NA	NA	NA	NA	NA	401934.6176	43925.88782	0.098519351	445860.5054	43925.88782	0.098519351	445860.5054	NA	NA	NA
CM	CM-010	Southwest & West  Vancouver Island	1994	NA	NA	NA	NA	NA	NA	365176.5838	36098.01292	0.089958381	401274.5967	36098.01292	0.089958381	401274.5967	NA	NA	NA
CM	CM-010	Southwest & West  Vancouver Island	1995	NA	NA	NA	NA	NA	NA	102940.4234	7087.946071	0.064419259	110028.3695	7087.946071	0.064419259	110028.3695	NA	NA	NA
CM	CM-010	Southwest & West  Vancouver Island	1996	NA	NA	NA	NA	NA	NA	203734.8141	0	0	203734.8141	0	0	203734.8141	NA	NA	NA
CM	CM-010	Southwest & West  Vancouver Island	1997	NA	NA	NA	NA	NA	NA	303848.0649	12586.80335	0.039776917	316434.8683	12586.80335	0.039776917	316434.8683	NA	NA	NA
CM	CM-010	Southwest & West  Vancouver Island	1998	NA	NA	NA	NA	NA	NA	910909.1709	36827.76204	0.038858633	947736.9329	36827.76204	0.038858633	947736.9329	NA	NA	NA
CM	CM-010	Southwest & West  Vancouver Island	1999	NA	NA	NA	NA	NA	NA	385422.4071	6054.818911	0.015466593	391477.226	6054.818911	0.015466593	391477.226	NA	NA	NA
CM	CM-010	Southwest & West  Vancouver Island	2000	NA	NA	NA	NA	NA	NA	118259.7844	10570.19622	0.082047643	128829.9807	10570.19622	0.082047643	128829.9807	NA	NA	NA
CM	CM-010	Southwest & West  Vancouver Island	2001	NA	NA	NA	NA	NA	NA	204394.3688	10189.07449	0.047483041	214583.4433	10189.07449	0.047483041	214583.4433	NA	NA	NA
CM	CM-010	Southwest & West  Vancouver Island	2002	NA	NA	NA	NA	NA	NA	453193.9199	25664.68976	0.053595548	478858.6097	25664.68976	0.053595548	478858.6097	NA	NA	NA
CM	CM-010	Southwest & West  Vancouver Island	2003	NA	NA	NA	NA	NA	NA	346186.7406	9716.577085	0.02730117	355903.3177	9716.577085	0.02730117	355903.3177	NA	NA	NA
CM	CM-010	Southwest & West  Vancouver Island	2004	NA	NA	NA	NA	NA	NA	478356.4249	77711.59228	0.139751955	556068.0172	77711.59228	0.139751955	556068.0172	NA	NA	NA
CM	CM-010	Southwest & West  Vancouver Island	2005	NA	NA	NA	NA	NA	NA	319575.8386	66682.51786	0.172637088	386258.3565	66682.51786	0.172637088	386258.3565	NA	NA	NA
CM	CM-010	Southwest & West  Vancouver Island	2006	NA	NA	NA	NA	NA	NA	307152.7557	80444.4926	0.207546604	387597.2483	80444.4926	0.207546604	387597.2483	NA	NA	NA
CM	CM-010	Southwest & West  Vancouver Island	2007	NA	NA	NA	NA	NA	NA	296257.3982	24834.46661	0.077343805	321091.8648	24834.46661	0.077343805	321091.8648	NA	NA	NA
CM	CM-010	Southwest & West  Vancouver Island	2008	NA	NA	NA	NA	NA	NA	109014.3066	13710.88623	0.111720226	122725.1929	13710.88623	0.111720226	122725.1929	NA	NA	NA
CM	CM-010	Southwest & West  Vancouver Island	2009	NA	NA	NA	NA	NA	NA	162823.0288	0	0	162823.0288	0	0	162823.0288	NA	NA	NA
CM	CM-010	Southwest & West  Vancouver Island	2010	NA	NA	NA	NA	NA	NA	171145.649	15415.86344	0.082631531	186561.5124	15415.86344	0.082631531	186561.5124	NA	NA	NA
CM	CM-010	Southwest & West  Vancouver Island	2011	NA	NA	NA	NA	NA	NA	445095.1173	23592.133	0.050336622	468687.2503	23592.133	0.050336622	468687.2503	NA	NA	NA
CM	CM-010	Southwest & West  Vancouver Island	2012	NA	NA	NA	NA	NA	NA	227737.0699	9454	0.039858162	237191.0699	9454	0.039858162	237191.0699	NA	NA	NA
CM	CM-010	Southwest & West  Vancouver Island	2013	NA	NA	NA	NA	NA	NA	173338.7531	2425	0.013796929	175763.7531	2425	0.013796929	175763.7531	NA	NA	NA
CM	CM-010	Southwest & West  Vancouver Island	2014	NA	NA	NA	NA	NA	NA	130129.079	0	0	130129.079	0	0	130129.079	NA	NA	NA
CM	CM-010	Southwest & West  Vancouver Island	2015	NA	NA	NA	NA	NA	NA	205616.2281	876.2451851	0.004243473	206492.4733	876.2451851	0.004243473	206492.4733	NA	NA	NA
CM	CM-010	Southwest & West  Vancouver Island	2016	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CM	CM-010	Southwest & West  Vancouver Island	2017	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CM	CM-009	Upper Knight	1948	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CM	CM-009	Upper Knight	1949	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CM	CM-009	Upper Knight	1950	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CM	CM-009	Upper Knight	1951	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CM	CM-009	Upper Knight	1952	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CM	CM-009	Upper Knight	1953	NA	NA	NA	NA	NA	NA	17250	NA	NA	NA	NA	NA	NA	NA	NA	NA
CM	CM-009	Upper Knight	1954	NA	NA	NA	NA	NA	NA	6500	NA	NA	NA	NA	NA	NA	NA	NA	NA
CM	CM-009	Upper Knight	1955	NA	NA	NA	NA	NA	NA	4650	NA	NA	NA	NA	NA	NA	NA	NA	NA
CM	CM-009	Upper Knight	1956	NA	NA	NA	NA	NA	NA	18000	NA	NA	NA	NA	NA	NA	NA	NA	NA
CM	CM-009	Upper Knight	1957	NA	NA	NA	NA	NA	NA	38900	NA	NA	NA	NA	NA	NA	NA	NA	NA
CM	CM-009	Upper Knight	1958	NA	NA	NA	NA	NA	NA	40000	NA	NA	NA	NA	NA	NA	NA	NA	NA
CM	CM-009	Upper Knight	1959	NA	NA	NA	NA	NA	NA	20000	NA	NA	NA	NA	NA	NA	NA	NA	NA
CM	CM-009	Upper Knight	1960	NA	NA	NA	NA	NA	NA	19250	NA	NA	NA	NA	NA	NA	NA	NA	NA
CM	CM-009	Upper Knight	1961	NA	NA	NA	NA	NA	NA	42000	NA	NA	NA	NA	NA	NA	NA	NA	NA
CM	CM-009	Upper Knight	1962	NA	NA	NA	NA	NA	NA	16500	NA	NA	NA	NA	NA	NA	NA	NA	NA
CM	CM-009	Upper Knight	1963	NA	NA	NA	NA	NA	NA	9750	NA	NA	NA	NA	NA	NA	NA	NA	NA
CM	CM-009	Upper Knight	1964	NA	NA	NA	NA	NA	NA	16500	NA	NA	NA	NA	NA	NA	NA	NA	NA
CM	CM-009	Upper Knight	1965	NA	NA	NA	NA	NA	NA	2275	NA	NA	NA	NA	NA	NA	NA	NA	NA
CM	CM-009	Upper Knight	1966	NA	NA	NA	NA	NA	NA	4342.340354	NA	NA	NA	NA	NA	NA	NA	NA	NA
CM	CM-009	Upper Knight	1967	NA	NA	NA	NA	NA	NA	998.2400481	NA	NA	NA	NA	NA	NA	NA	NA	NA
CM	CM-009	Upper Knight	1968	NA	NA	NA	NA	NA	NA	1350	NA	NA	NA	NA	NA	NA	NA	NA	NA
CM	CM-009	Upper Knight	1969	NA	NA	NA	NA	NA	NA	128.8051675	NA	NA	NA	NA	NA	NA	NA	NA	NA
CM	CM-009	Upper Knight	1970	NA	NA	NA	NA	NA	NA	11119.35494	NA	NA	NA	NA	NA	NA	NA	NA	NA
CM	CM-009	Upper Knight	1971	NA	NA	NA	NA	NA	NA	1111.935494	NA	NA	NA	NA	NA	NA	NA	NA	NA
CM	CM-009	Upper Knight	1972	NA	NA	NA	NA	NA	NA	39804.78658	NA	NA	NA	NA	NA	NA	NA	NA	NA
CM	CM-009	Upper Knight	1973	NA	NA	NA	NA	NA	NA	34237.68356	NA	NA	NA	NA	NA	NA	NA	NA	NA
CM	CM-009	Upper Knight	1974	NA	NA	NA	NA	NA	NA	9185.71998	NA	NA	NA	NA	NA	NA	NA	NA	NA
CM	CM-009	Upper Knight	1975	NA	NA	NA	NA	NA	NA	7775	NA	NA	NA	NA	NA	NA	NA	NA	NA
CM	CM-009	Upper Knight	1976	NA	NA	NA	NA	NA	NA	20600	NA	NA	NA	NA	NA	NA	NA	NA	NA
CM	CM-009	Upper Knight	1977	NA	NA	NA	NA	NA	NA	1180	NA	NA	NA	NA	NA	NA	NA	NA	NA
CM	CM-009	Upper Knight	1978	NA	NA	NA	NA	NA	NA	8895.483951	NA	NA	NA	NA	NA	NA	NA	NA	NA
CM	CM-009	Upper Knight	1979	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CM	CM-009	Upper Knight	1980	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CM	CM-009	Upper Knight	1981	NA	NA	NA	NA	NA	NA	444.7741975	NA	NA	NA	NA	NA	NA	NA	NA	NA
CM	CM-009	Upper Knight	1982	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CM	CM-009	Upper Knight	1983	NA	NA	NA	NA	NA	NA	1037.806461	NA	NA	NA	NA	NA	NA	NA	NA	NA
CM	CM-009	Upper Knight	1984	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CM	CM-009	Upper Knight	1985	NA	NA	NA	NA	NA	NA	15.4566201	NA	NA	NA	NA	NA	NA	NA	NA	NA
CM	CM-009	Upper Knight	1986	NA	NA	NA	NA	NA	NA	5890.044145	NA	NA	NA	NA	NA	NA	NA	NA	NA
CM	CM-009	Upper Knight	1987	NA	NA	NA	NA	NA	NA	3435.859085	NA	NA	NA	NA	NA	NA	NA	NA	NA
CM	CM-009	Upper Knight	1988	NA	NA	NA	NA	NA	NA	2945.022073	NA	NA	NA	NA	NA	NA	NA	NA	NA
CM	CM-009	Upper Knight	1989	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CM	CM-009	Upper Knight	1990	NA	NA	NA	NA	NA	NA	2699.603567	NA	NA	NA	NA	NA	NA	NA	NA	NA
CM	CM-009	Upper Knight	1991	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CM	CM-009	Upper Knight	1992	NA	NA	NA	NA	NA	NA	148.2580658	NA	NA	NA	NA	NA	NA	NA	NA	NA
CM	CM-009	Upper Knight	1993	NA	NA	NA	NA	NA	NA	1114.900655	NA	NA	NA	NA	NA	NA	NA	NA	NA
CM	CM-009	Upper Knight	1994	NA	NA	NA	NA	NA	NA	148.2580658	NA	NA	NA	NA	NA	NA	NA	NA	NA
CM	CM-009	Upper Knight	1995	NA	NA	NA	NA	NA	NA	237.2129054	NA	NA	NA	NA	NA	NA	NA	NA	NA
CM	CM-009	Upper Knight	1996	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CM	CM-009	Upper Knight	1997	NA	NA	NA	NA	NA	NA	2223.870988	NA	NA	NA	NA	NA	NA	NA	NA	NA
CM	CM-009	Upper Knight	1998	NA	NA	NA	NA	NA	NA	14148.26722	NA	NA	NA	NA	NA	NA	NA	NA	NA
CM	CM-009	Upper Knight	1999	NA	NA	NA	NA	NA	NA	131.9496786	NA	NA	NA	NA	NA	NA	NA	NA	NA
CM	CM-009	Upper Knight	2000	NA	NA	NA	NA	NA	NA	3716.829711	NA	NA	NA	NA	NA	NA	NA	NA	NA
CM	CM-009	Upper Knight	2001	NA	NA	NA	NA	NA	NA	515.9380691	NA	NA	NA	NA	NA	NA	NA	NA	NA
CM	CM-009	Upper Knight	2002	NA	NA	NA	NA	NA	NA	3706.451646	NA	NA	NA	NA	NA	NA	NA	NA	NA
CM	CM-009	Upper Knight	2003	NA	NA	NA	NA	NA	NA	7578.952326	NA	NA	NA	NA	NA	NA	NA	NA	NA
CM	CM-009	Upper Knight	2004	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CM	CM-009	Upper Knight	2005	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CM	CM-009	Upper Knight	2006	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CM	CM-009	Upper Knight	2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CM	CM-009	Upper Knight	2008	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CM	CM-009	Upper Knight	2009	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CM	CM-009	Upper Knight	2010	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CM	CM-009	Upper Knight	2011	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CM	CM-009	Upper Knight	2012	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CM	CM-009	Upper Knight	2013	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CM	CM-009	Upper Knight	2014	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CM	CM-009	Upper Knight	2015	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CM	CM-009	Upper Knight	2016	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CM	CM-009	Upper Knight	2017	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CO	CO-018	Clayoquot	1948	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CO	CO-018	Clayoquot	1949	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CO	CO-018	Clayoquot	1950	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CO	CO-018	Clayoquot	1951	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CO	CO-018	Clayoquot	1952	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CO	CO-018	Clayoquot	1953	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CO	CO-018	Clayoquot	1954	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CO	CO-018	Clayoquot	1955	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CO	CO-018	Clayoquot	1956	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CO	CO-018	Clayoquot	1957	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CO	CO-018	Clayoquot	1958	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CO	CO-018	Clayoquot	1959	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CO	CO-018	Clayoquot	1960	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CO	CO-018	Clayoquot	1961	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CO	CO-018	Clayoquot	1962	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CO	CO-018	Clayoquot	1963	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CO	CO-018	Clayoquot	1964	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CO	CO-018	Clayoquot	1965	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CO	CO-018	Clayoquot	1966	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CO	CO-018	Clayoquot	1967	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CO	CO-018	Clayoquot	1968	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CO	CO-018	Clayoquot	1969	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CO	CO-018	Clayoquot	1970	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CO	CO-018	Clayoquot	1971	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CO	CO-018	Clayoquot	1972	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CO	CO-018	Clayoquot	1973	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CO	CO-018	Clayoquot	1974	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CO	CO-018	Clayoquot	1975	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CO	CO-018	Clayoquot	1976	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CO	CO-018	Clayoquot	1977	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CO	CO-018	Clayoquot	1978	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CO	CO-018	Clayoquot	1979	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CO	CO-018	Clayoquot	1980	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CO	CO-018	Clayoquot	1981	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CO	CO-018	Clayoquot	1982	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CO	CO-018	Clayoquot	1983	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CO	CO-018	Clayoquot	1984	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CO	CO-018	Clayoquot	1985	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CO	CO-018	Clayoquot	1986	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CO	CO-018	Clayoquot	1987	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CO	CO-018	Clayoquot	1988	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CO	CO-018	Clayoquot	1989	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CO	CO-018	Clayoquot	1990	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CO	CO-018	Clayoquot	1991	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CO	CO-018	Clayoquot	1992	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CO	CO-018	Clayoquot	1993	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CO	CO-018	Clayoquot	1994	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CO	CO-018	Clayoquot	1995	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CO	CO-018	Clayoquot	1996	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CO	CO-018	Clayoquot	1997	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CO	CO-018	Clayoquot	1998	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CO	CO-018	Clayoquot	1999	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CO	CO-018	Clayoquot	2000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CO	CO-018	Clayoquot	2001	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CO	CO-018	Clayoquot	2002	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CO	CO-018	Clayoquot	2003	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CO	CO-018	Clayoquot	2004	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CO	CO-018	Clayoquot	2005	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CO	CO-018	Clayoquot	2006	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CO	CO-018	Clayoquot	2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CO	CO-018	Clayoquot	2008	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CO	CO-018	Clayoquot	2009	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CO	CO-018	Clayoquot	2010	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CO	CO-018	Clayoquot	2011	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CO	CO-018	Clayoquot	2012	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CO	CO-018	Clayoquot	2013	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CO	CO-018	Clayoquot	2014	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CO	CO-018	Clayoquot	2015	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CO	CO-018	Clayoquot	2016	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CO	CO-018	Clayoquot	2017	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CO	CO-013	East Vancouver Island-Georgia Strait	1948	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CO	CO-013	East Vancouver Island-Georgia Strait	1949	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CO	CO-013	East Vancouver Island-Georgia Strait	1950	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CO	CO-013	East Vancouver Island-Georgia Strait	1951	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CO	CO-013	East Vancouver Island-Georgia Strait	1952	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CO	CO-013	East Vancouver Island-Georgia Strait	1953	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CO	CO-013	East Vancouver Island-Georgia Strait	1954	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CO	CO-013	East Vancouver Island-Georgia Strait	1955	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CO	CO-013	East Vancouver Island-Georgia Strait	1956	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
