"","SPECIES","SYS_NM","SPP","Area","CU_name","Year","escapement","Enhancement_Rank","esc.log","z","m.ave","esc.stand","prepost"
"1","Chum","AALTANHASH RIVER","CM","6","Douglas-Gardner",1950,750,"NONE",6.62007320653036,1.37813559591127,NA,1.52951591501186,"Pre"
"2","Chum","AALTANHASH RIVER","CM","6","Douglas-Gardner",1951,100,"NONE",4.60517018598809,0.166538318454202,NA,1.06398839877763,"Pre"
"3","Chum","AALTANHASH RIVER","CM","6","Douglas-Gardner",1952,NA,"NONE",NA,NA,NA,NA,"Pre"
"4","Chum","AALTANHASH RIVER","CM","6","Douglas-Gardner",1953,1500,"NONE",7.3132203870903,1.79493741132442,NA,1.68966212654714,"Pre"
"5","Chum","AALTANHASH RIVER","CM","6","Douglas-Gardner",1954,75,"NONE",4.31748811353631,-0.00645006470975713,NA,0.997521715623045,"Pre"
"6","Chum","AALTANHASH RIVER","CM","6","Douglas-Gardner",1955,75,"NONE",4.31748811353631,-0.00645006470975713,NA,0.997521715623045,"Pre"
"7","Chum","AALTANHASH RIVER","CM","6","Douglas-Gardner",1956,1500,"NONE",7.3132203870903,1.79493741132442,5.81535425031331,1.68966212654714,"Pre"
"8","Chum","AALTANHASH RIVER","CM","6","Douglas-Gardner",1957,NA,"NONE",NA,NA,NA,NA,"Pre"
"9","Chum","AALTANHASH RIVER","CM","6","Douglas-Gardner",1958,750,"NONE",6.62007320653036,1.37813559591127,NA,1.52951591501186,"Pre"
"10","Chum","AALTANHASH RIVER","CM","6","Douglas-Gardner",1959,25,"NONE",3.2188758248682,-0.667065312372113,NA,0.743695975707072,"Pre"
"11","Chum","AALTANHASH RIVER","CM","6","Douglas-Gardner",1960,3500,"NONE",8.1605182474775,2.30443279168474,NA,1.8854236418336,"Pre"
"12","Chum","AALTANHASH RIVER","CM","6","Douglas-Gardner",1961,75,"NONE",4.31748811353631,-0.00645006470975713,5.57923884810309,0.997521715623045,"Pre"
"13","Chum","AALTANHASH RIVER","CM","6","Douglas-Gardner",1962,3500,"NONE",8.1605182474775,2.30443279168474,5.96435010833988,1.8854236418336,"Pre"
"14","Chum","AALTANHASH RIVER","CM","6","Douglas-Gardner",1963,1500,"NONE",7.3132203870903,1.79493741132442,6.98793624889541,1.68966212654714,"Pre"
"15","Chum","AALTANHASH RIVER","CM","6","Douglas-Gardner",1964,3500,"NONE",8.1605182474775,2.30443279168474,6.98793624889541,1.8854236418336,"Pre"
"16","Chum","AALTANHASH RIVER","CM","6","Douglas-Gardner",1965,200,"NONE",5.29831736654804,0.583340133867359,7.23314356214834,1.2241346103129,"Pre"
"17","Chum","AALTANHASH RIVER","CM","6","Douglas-Gardner",1966,200,"NONE",5.29831736654804,0.583340133867359,6.51759334191597,1.2241346103129,"Pre"
"18","Chum","AALTANHASH RIVER","CM","6","Douglas-Gardner",1967,3500,"NONE",8.1605182474775,2.30443279168474,6.72941780701277,1.8854236418336,"Pre"
"19","Chum","AALTANHASH RIVER","CM","6","Douglas-Gardner",1968,400,"NONE",5.99146454710798,1.00014194928052,6.18715438192039,1.38428082184818,"Pre"
"20","Chum","AALTANHASH RIVER","CM","6","Douglas-Gardner",1969,30,"NONE",3.40119738166216,-0.557432094504466,5.71287438569892,0.785819939304787,"Pre"
"21","Chum","AALTANHASH RIVER","CM","6","Douglas-Gardner",1970,200,"NONE",5.29831736654804,0.583340133867359,5.71287438569892,1.2241346103129,"Pre"
"22","Chum","AALTANHASH RIVER","CM","6","Douglas-Gardner",1971,400,"NONE",5.99146454710798,1.00014194928052,5.17061096060654,1.38428082184818,"Pre"
"23","Chum","AALTANHASH RIVER","CM","6","Douglas-Gardner",1972,100,"NONE",4.60517018598809,0.166538318454202,4.82403737032657,1.06398839877763,"Pre"
"24","Chum","AALTANHASH RIVER","CM","6","Douglas-Gardner",1973,100,"NONE",4.60517018598809,0.166538318454202,5.12503057140805,1.06398839877763,"Pre"
"25","Chum","AALTANHASH RIVER","CM","6","Douglas-Gardner",1974,150,"NONE",5.01063529409626,0.4103517507034,5.05311005329511,1.15766792715832,"Pre"
"26","Chum","AALTANHASH RIVER","CM","6","Douglas-Gardner",1975,NA,"NONE",NA,NA,NA,NA,"Pre"
"27","Chum","AALTANHASH RIVER","CM","6","Douglas-Gardner",1976,NA,"NONE",NA,NA,NA,NA,"Pre"
"28","Chum","AALTANHASH RIVER","CM","6","Douglas-Gardner",1977,NA,"NONE",NA,NA,NA,NA,"Pre"
"29","Chum","AALTANHASH RIVER","CM","6","Douglas-Gardner",1978,20,"NONE",2.99573227355399,-0.801245526753665,NA,0.692140410924091,"Pre"
"30","Chum","AALTANHASH RIVER","CM","6","Douglas-Gardner",1979,NA,"NONE",NA,NA,NA,NA,"Pre"
"31","Chum","AALTANHASH RIVER","CM","6","Douglas-Gardner",1980,5,"NONE",1.6094379124341,-1.63484915757998,NA,0.371847987853536,"Post"
"32","Chum","AALTANHASH RIVER","CM","6","Douglas-Gardner",1981,50,"NONE",3.91202300542815,-0.250263496958955,NA,0.90384218724235,"Post"
